# ZhangYu 03-Nov-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	13	2	0	
Node1	NA	15	0	1	
Node2	NA	14	2	2	
Node3	NA	2	4	3	
Node4	NA	10	14	4	
Node5	NA	15	8	5	
Node6	NA	8	9	6	
Node7	NA	18	11	7	
Node8	NA	3	9	8	
Node9	NA	16	11	9	
Node10	NA	1	8	10	
Node11	NA	14	0	11	
Node12	NA	5	11	12	
Node13	NA	8	10	13	
Node14	NA	9	4	14	
Node15	NA	4	9	15	
Node16	NA	5	19	16	
Node17	NA	9	18	17	
Node18	NA	7	18	18	
Node19	NA	0	7	19	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node5	Node0	30.0kbps	30	20ms	
Node5	Node2	30.0kbps	30	20ms	
Node5	Node4	30.0kbps	30	20ms	
Node5	Node1	30.0kbps	30	20ms	
Node5	Node3	30.0kbps	30	20ms	
Node6	Node3	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node6	Node2	30.0kbps	30	20ms	
Node6	Node0	30.0kbps	30	20ms	
Node7	Node4	30.0kbps	30	20ms	
Node7	Node5	30.0kbps	30	20ms	
Node7	Node1	30.0kbps	30	20ms	
Node7	Node2	30.0kbps	30	20ms	
Node7	Node6	30.0kbps	30	20ms	
Node8	Node4	30.0kbps	30	20ms	
Node8	Node7	30.0kbps	30	20ms	
Node8	Node3	30.0kbps	30	20ms	
Node8	Node6	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node9	Node0	30.0kbps	30	20ms	
Node9	Node7	30.0kbps	30	20ms	
Node9	Node5	30.0kbps	30	20ms	
Node9	Node4	30.0kbps	30	20ms	
Node9	Node8	30.0kbps	30	20ms	
Node10	Node0	30.0kbps	30	20ms	
Node10	Node3	30.0kbps	30	20ms	
Node10	Node8	30.0kbps	30	20ms	
Node10	Node5	30.0kbps	30	20ms	
Node10	Node4	30.0kbps	30	20ms	
Node11	Node2	30.0kbps	30	20ms	
Node11	Node7	30.0kbps	30	20ms	
Node11	Node5	30.0kbps	30	20ms	
Node11	Node1	30.0kbps	30	20ms	
Node11	Node9	30.0kbps	30	20ms	
Node12	Node4	30.0kbps	30	20ms	
Node12	Node8	30.0kbps	30	20ms	
Node12	Node2	30.0kbps	30	20ms	
Node12	Node7	30.0kbps	30	20ms	
Node12	Node3	30.0kbps	30	20ms	
Node13	Node12	30.0kbps	30	20ms	
Node13	Node5	30.0kbps	30	20ms	
Node13	Node4	30.0kbps	30	20ms	
Node13	Node9	30.0kbps	30	20ms	
Node13	Node7	30.0kbps	30	20ms	
Node14	Node1	30.0kbps	30	20ms	
Node14	Node2	30.0kbps	30	20ms	
Node14	Node0	30.0kbps	30	20ms	
Node14	Node4	30.0kbps	30	20ms	
Node14	Node8	30.0kbps	30	20ms	
Node15	Node13	30.0kbps	30	20ms	
Node15	Node3	30.0kbps	30	20ms	
Node15	Node8	30.0kbps	30	20ms	
Node15	Node10	30.0kbps	30	20ms	
Node15	Node6	30.0kbps	30	20ms	
Node17	Node13	30.0kbps	30	20ms	
Node17	Node5	30.0kbps	30	20ms	
Node17	Node10	30.0kbps	30	20ms	
Node17	Node14	30.0kbps	30	20ms	
Node17	Node4	30.0kbps	30	20ms	
Node16	Node8	30.0kbps	30	20ms	
Node16	Node10	30.0kbps	30	20ms	
Node16	Node13	30.0kbps	30	20ms	
Node16	Node1	30.0kbps	30	20ms	
Node16	Node15	30.0kbps	30	20ms	
Node19	Node8	30.0kbps	30	20ms	
Node19	Node1	30.0kbps	30	20ms	
Node19	Node3	30.0kbps	30	20ms	
Node19	Node10	30.0kbps	30	20ms	
Node19	Node0	30.0kbps	30	20ms	
Node18	Node12	30.0kbps	30	20ms	
Node18	Node13	30.0kbps	30	20ms	
Node18	Node6	30.0kbps	30	20ms	
Node18	Node17	30.0kbps	30	20ms	
Node18	Node4	30.0kbps	30	20ms	
Node0	Node11	30.0kbps	30	20ms	
Node0	Node8	30.0kbps	30	20ms	
Node0	Node13	30.0kbps	30	20ms	
Node0	Node1	30.0kbps	30	20ms	
Node0	Node2	30.0kbps	30	20ms	
Node1	Node2	30.0kbps	30	20ms	
Node1	Node6	30.0kbps	30	20ms	
Node1	Node13	30.0kbps	30	20ms	
Node1	Node12	30.0kbps	30	20ms	
Node1	Node4	30.0kbps	30	20ms	
Node2	Node10	30.0kbps	30	20ms	
Node2	Node9	30.0kbps	30	20ms	
Node2	Node3	30.0kbps	30	20ms	
Node2	Node13	30.0kbps	30	20ms	
Node2	Node4	30.0kbps	30	20ms	
Node3	Node11	30.0kbps	30	20ms	
Node3	Node13	30.0kbps	30	20ms	
Node3	Node0	30.0kbps	30	20ms	
Node3	Node14	30.0kbps	30	20ms	
Node3	Node4	30.0kbps	30	20ms	
Node4	Node11	30.0kbps	30	20ms	
