# ZhangYu 15-Dec-2015 

router

# node	comment	yPos	xPos	systemID
Node0	NA	16	44	0	
Node1	NA	35	41	1	
Node2	NA	18	28	2	
Node3	NA	4	15	3	
Node4	NA	4	22	4	
Node5	NA	48	41	5	
Node6	NA	10	27	6	
Node7	NA	49	19	7	
Node8	NA	43	17	8	
Node9	NA	28	20	9	
Node10	NA	7	26	10	
Node11	NA	18	1	11	
Node12	NA	4	19	12	
Node13	NA	2	19	13	
Node14	NA	36	15	14	
Node15	NA	36	11	15	
Node16	NA	21	19	16	
Node17	NA	46	29	17	
Node18	NA	35	45	18	
Node19	NA	35	23	19	
Node20	NA	48	17	20	
Node21	NA	22	14	21	
Node22	NA	39	3	22	
Node23	NA	34	0	23	
Node24	NA	1	24	24	
Node25	NA	30	37	25	
Node26	NA	5	33	26	
Node27	NA	3	47	27	
Node28	NA	26	0	28	
Node29	NA	32	31	29	
Node30	NA	21	28	30	
Node31	NA	26	7	31	
Node32	NA	14	6	32	
Node33	NA	7	32	33	
Node34	NA	42	22	34	
Node35	NA	13	32	35	
Node36	NA	0	8	36	
Node37	NA	6	44	37	
Node38	NA	35	22	38	
Node39	NA	7	41	39	
Node40	NA	41	25	40	
Node41	NA	47	33	41	
Node42	NA	29	26	42	
Node43	NA	19	16	43	
Node44	NA	20	22	44	
Node45	NA	42	34	45	
Node46	NA	44	2	46	
Node47	NA	40	0	47	
Node48	NA	14	41	48	
Node49	NA	29	45	49	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node6	Node2	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node6	Node3	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node1	30.0kbps	30	20ms	
Node6	Node0	30.0kbps	30	20ms	
Node7	Node6	30.0kbps	30	20ms	
Node7	Node5	30.0kbps	30	20ms	
Node7	Node1	30.0kbps	30	20ms	
Node7	Node0	30.0kbps	30	20ms	
Node7	Node3	30.0kbps	30	20ms	
Node7	Node2	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node8	Node7	30.0kbps	30	20ms	
Node8	Node3	30.0kbps	30	20ms	
Node8	Node5	30.0kbps	30	20ms	
Node8	Node1	30.0kbps	30	20ms	
Node8	Node0	30.0kbps	30	20ms	
Node9	Node7	30.0kbps	30	20ms	
Node9	Node5	30.0kbps	30	20ms	
Node9	Node3	30.0kbps	30	20ms	
Node9	Node8	30.0kbps	30	20ms	
Node9	Node4	30.0kbps	30	20ms	
Node9	Node6	30.0kbps	30	20ms	
Node10	Node4	30.0kbps	30	20ms	
Node10	Node2	30.0kbps	30	20ms	
Node10	Node3	30.0kbps	30	20ms	
Node10	Node0	30.0kbps	30	20ms	
Node10	Node6	30.0kbps	30	20ms	
Node10	Node1	30.0kbps	30	20ms	
Node11	Node3	30.0kbps	30	20ms	
Node11	Node4	30.0kbps	30	20ms	
Node11	Node9	30.0kbps	30	20ms	
Node11	Node2	30.0kbps	30	20ms	
Node11	Node6	30.0kbps	30	20ms	
Node11	Node10	30.0kbps	30	20ms	
Node12	Node0	30.0kbps	30	20ms	
Node12	Node3	30.0kbps	30	20ms	
Node12	Node2	30.0kbps	30	20ms	
Node12	Node11	30.0kbps	30	20ms	
Node12	Node6	30.0kbps	30	20ms	
Node12	Node10	30.0kbps	30	20ms	
Node13	Node2	30.0kbps	30	20ms	
Node13	Node9	30.0kbps	30	20ms	
Node13	Node0	30.0kbps	30	20ms	
Node13	Node3	30.0kbps	30	20ms	
Node13	Node4	30.0kbps	30	20ms	
Node13	Node6	30.0kbps	30	20ms	
Node14	Node9	30.0kbps	30	20ms	
Node14	Node13	30.0kbps	30	20ms	
Node14	Node0	30.0kbps	30	20ms	
Node14	Node8	30.0kbps	30	20ms	
Node14	Node4	30.0kbps	30	20ms	
Node14	Node7	30.0kbps	30	20ms	
Node15	Node8	30.0kbps	30	20ms	
Node15	Node4	30.0kbps	30	20ms	
Node15	Node7	30.0kbps	30	20ms	
Node15	Node14	30.0kbps	30	20ms	
Node15	Node6	30.0kbps	30	20ms	
Node15	Node11	30.0kbps	30	20ms	
Node17	Node5	30.0kbps	30	20ms	
Node17	Node2	30.0kbps	30	20ms	
Node17	Node15	30.0kbps	30	20ms	
Node17	Node14	30.0kbps	30	20ms	
Node17	Node9	30.0kbps	30	20ms	
Node17	Node8	30.0kbps	30	20ms	
Node16	Node12	30.0kbps	30	20ms	
Node16	Node9	30.0kbps	30	20ms	
Node16	Node13	30.0kbps	30	20ms	
Node16	Node10	30.0kbps	30	20ms	
Node16	Node15	30.0kbps	30	20ms	
Node16	Node4	30.0kbps	30	20ms	
Node19	Node9	30.0kbps	30	20ms	
Node19	Node1	30.0kbps	30	20ms	
Node19	Node17	30.0kbps	30	20ms	
Node19	Node6	30.0kbps	30	20ms	
Node19	Node11	30.0kbps	30	20ms	
Node19	Node14	30.0kbps	30	20ms	
Node18	Node15	30.0kbps	30	20ms	
Node18	Node5	30.0kbps	30	20ms	
Node18	Node6	30.0kbps	30	20ms	
Node18	Node1	30.0kbps	30	20ms	
Node18	Node16	30.0kbps	30	20ms	
Node18	Node2	30.0kbps	30	20ms	
Node21	Node18	30.0kbps	30	20ms	
Node21	Node19	30.0kbps	30	20ms	
Node21	Node4	30.0kbps	30	20ms	
Node21	Node15	30.0kbps	30	20ms	
Node21	Node8	30.0kbps	30	20ms	
Node21	Node16	30.0kbps	30	20ms	
Node20	Node7	30.0kbps	30	20ms	
Node20	Node8	30.0kbps	30	20ms	
Node20	Node9	30.0kbps	30	20ms	
Node20	Node12	30.0kbps	30	20ms	
Node20	Node17	30.0kbps	30	20ms	
Node20	Node14	30.0kbps	30	20ms	
Node23	Node13	30.0kbps	30	20ms	
Node23	Node8	30.0kbps	30	20ms	
Node23	Node16	30.0kbps	30	20ms	
Node23	Node9	30.0kbps	30	20ms	
Node23	Node19	30.0kbps	30	20ms	
Node23	Node17	30.0kbps	30	20ms	
Node22	Node4	30.0kbps	30	20ms	
Node22	Node23	30.0kbps	30	20ms	
Node22	Node8	30.0kbps	30	20ms	
Node22	Node11	30.0kbps	30	20ms	
Node22	Node12	30.0kbps	30	20ms	
Node22	Node20	30.0kbps	30	20ms	
Node25	Node18	30.0kbps	30	20ms	
Node25	Node1	30.0kbps	30	20ms	
Node25	Node9	30.0kbps	30	20ms	
Node25	Node5	30.0kbps	30	20ms	
Node25	Node16	30.0kbps	30	20ms	
Node25	Node19	30.0kbps	30	20ms	
Node24	Node1	30.0kbps	30	20ms	
Node24	Node12	30.0kbps	30	20ms	
Node24	Node10	30.0kbps	30	20ms	
Node24	Node3	30.0kbps	30	20ms	
Node24	Node13	30.0kbps	30	20ms	
Node24	Node4	30.0kbps	30	20ms	
Node27	Node25	30.0kbps	30	20ms	
Node27	Node18	30.0kbps	30	20ms	
Node27	Node8	30.0kbps	30	20ms	
Node27	Node4	30.0kbps	30	20ms	
Node27	Node12	30.0kbps	30	20ms	
Node27	Node13	30.0kbps	30	20ms	
Node26	Node10	30.0kbps	30	20ms	
Node26	Node0	30.0kbps	30	20ms	
Node26	Node2	30.0kbps	30	20ms	
Node26	Node13	30.0kbps	30	20ms	
Node26	Node6	30.0kbps	30	20ms	
Node26	Node24	30.0kbps	30	20ms	
Node29	Node14	30.0kbps	30	20ms	
Node29	Node10	30.0kbps	30	20ms	
Node29	Node27	30.0kbps	30	20ms	
Node29	Node5	30.0kbps	30	20ms	
Node29	Node13	30.0kbps	30	20ms	
Node29	Node25	30.0kbps	30	20ms	
Node28	Node6	30.0kbps	30	20ms	
Node28	Node27	30.0kbps	30	20ms	
Node28	Node23	30.0kbps	30	20ms	
Node28	Node9	30.0kbps	30	20ms	
Node28	Node15	30.0kbps	30	20ms	
Node28	Node12	30.0kbps	30	20ms	
Node31	Node23	30.0kbps	30	20ms	
Node31	Node6	30.0kbps	30	20ms	
Node31	Node7	30.0kbps	30	20ms	
Node31	Node11	30.0kbps	30	20ms	
Node31	Node29	30.0kbps	30	20ms	
Node31	Node21	30.0kbps	30	20ms	
Node30	Node4	30.0kbps	30	20ms	
Node30	Node11	30.0kbps	30	20ms	
Node30	Node12	30.0kbps	30	20ms	
Node30	Node25	30.0kbps	30	20ms	
Node30	Node16	30.0kbps	30	20ms	
Node30	Node29	30.0kbps	30	20ms	
Node34	Node19	30.0kbps	30	20ms	
Node34	Node7	30.0kbps	30	20ms	
Node34	Node3	30.0kbps	30	20ms	
Node34	Node22	30.0kbps	30	20ms	
Node34	Node20	30.0kbps	30	20ms	
Node34	Node18	30.0kbps	30	20ms	
Node35	Node4	30.0kbps	30	20ms	
Node35	Node13	30.0kbps	30	20ms	
Node35	Node27	30.0kbps	30	20ms	
Node35	Node18	30.0kbps	30	20ms	
Node35	Node26	30.0kbps	30	20ms	
Node35	Node9	30.0kbps	30	20ms	
Node32	Node20	30.0kbps	30	20ms	
Node32	Node29	30.0kbps	30	20ms	
Node32	Node26	30.0kbps	30	20ms	
Node32	Node25	30.0kbps	30	20ms	
Node32	Node28	30.0kbps	30	20ms	
Node32	Node34	30.0kbps	30	20ms	
Node33	Node30	30.0kbps	30	20ms	
Node33	Node2	30.0kbps	30	20ms	
Node33	Node21	30.0kbps	30	20ms	
Node33	Node26	30.0kbps	30	20ms	
Node33	Node24	30.0kbps	30	20ms	
Node33	Node10	30.0kbps	30	20ms	
Node38	Node14	30.0kbps	30	20ms	
Node38	Node9	30.0kbps	30	20ms	
Node38	Node3	30.0kbps	30	20ms	
Node38	Node10	30.0kbps	30	20ms	
Node38	Node34	30.0kbps	30	20ms	
Node38	Node20	30.0kbps	30	20ms	
Node39	Node30	30.0kbps	30	20ms	
Node39	Node33	30.0kbps	30	20ms	
Node39	Node32	30.0kbps	30	20ms	
Node39	Node6	30.0kbps	30	20ms	
Node39	Node12	30.0kbps	30	20ms	
Node39	Node24	30.0kbps	30	20ms	
Node36	Node28	30.0kbps	30	20ms	
Node36	Node31	30.0kbps	30	20ms	
Node36	Node24	30.0kbps	30	20ms	
Node36	Node12	30.0kbps	30	20ms	
Node36	Node11	30.0kbps	30	20ms	
Node36	Node16	30.0kbps	30	20ms	
Node37	Node33	30.0kbps	30	20ms	
Node37	Node26	30.0kbps	30	20ms	
Node37	Node10	30.0kbps	30	20ms	
Node37	Node6	30.0kbps	30	20ms	
Node37	Node35	30.0kbps	30	20ms	
Node37	Node30	30.0kbps	30	20ms	
Node42	Node32	30.0kbps	30	20ms	
Node42	Node19	30.0kbps	30	20ms	
Node42	Node24	30.0kbps	30	20ms	
Node42	Node28	30.0kbps	30	20ms	
Node42	Node25	30.0kbps	30	20ms	
Node42	Node6	30.0kbps	30	20ms	
Node43	Node42	30.0kbps	30	20ms	
Node43	Node31	30.0kbps	30	20ms	
Node43	Node2	30.0kbps	30	20ms	
Node43	Node3	30.0kbps	30	20ms	
Node43	Node37	30.0kbps	30	20ms	
Node43	Node20	30.0kbps	30	20ms	
Node40	Node19	30.0kbps	30	20ms	
Node40	Node25	30.0kbps	30	20ms	
Node40	Node11	30.0kbps	30	20ms	
Node40	Node7	30.0kbps	30	20ms	
Node40	Node42	30.0kbps	30	20ms	
Node40	Node29	30.0kbps	30	20ms	
Node41	Node38	30.0kbps	30	20ms	
Node41	Node24	30.0kbps	30	20ms	
Node41	Node40	30.0kbps	30	20ms	
Node41	Node5	30.0kbps	30	20ms	
Node41	Node17	30.0kbps	30	20ms	
Node41	Node14	30.0kbps	30	20ms	
Node46	Node1	30.0kbps	30	20ms	
Node46	Node23	30.0kbps	30	20ms	
Node46	Node28	30.0kbps	30	20ms	
Node46	Node8	30.0kbps	30	20ms	
Node46	Node31	30.0kbps	30	20ms	
Node46	Node2	30.0kbps	30	20ms	
Node47	Node28	30.0kbps	30	20ms	
Node47	Node23	30.0kbps	30	20ms	
Node47	Node46	30.0kbps	30	20ms	
Node47	Node11	30.0kbps	30	20ms	
Node47	Node40	30.0kbps	30	20ms	
Node47	Node22	30.0kbps	30	20ms	
Node44	Node6	30.0kbps	30	20ms	
Node44	Node21	30.0kbps	30	20ms	
Node44	Node17	30.0kbps	30	20ms	
Node44	Node9	30.0kbps	30	20ms	
Node44	Node14	30.0kbps	30	20ms	
Node44	Node3	30.0kbps	30	20ms	
Node45	Node41	30.0kbps	30	20ms	
Node45	Node40	30.0kbps	30	20ms	
Node45	Node10	30.0kbps	30	20ms	
Node45	Node31	30.0kbps	30	20ms	
Node45	Node19	30.0kbps	30	20ms	
Node45	Node18	30.0kbps	30	20ms	
Node49	Node40	30.0kbps	30	20ms	
Node49	Node39	30.0kbps	30	20ms	
Node49	Node18	30.0kbps	30	20ms	
Node49	Node6	30.0kbps	30	20ms	
Node49	Node8	30.0kbps	30	20ms	
Node49	Node30	30.0kbps	30	20ms	
Node48	Node33	30.0kbps	30	20ms	
Node48	Node16	30.0kbps	30	20ms	
Node48	Node11	30.0kbps	30	20ms	
Node48	Node19	30.0kbps	30	20ms	
Node48	Node35	30.0kbps	30	20ms	
Node48	Node0	30.0kbps	30	20ms	
Node0	Node25	30.0kbps	30	20ms	
Node0	Node38	30.0kbps	30	20ms	
Node0	Node30	30.0kbps	30	20ms	
Node0	Node27	30.0kbps	30	20ms	
Node0	Node35	30.0kbps	30	20ms	
Node0	Node9	30.0kbps	30	20ms	
Node1	Node38	30.0kbps	30	20ms	
Node1	Node17	30.0kbps	30	20ms	
Node1	Node33	30.0kbps	30	20ms	
Node1	Node0	30.0kbps	30	20ms	
Node1	Node29	30.0kbps	30	20ms	
Node1	Node40	30.0kbps	30	20ms	
Node2	Node36	30.0kbps	30	20ms	
Node2	Node22	30.0kbps	30	20ms	
Node2	Node39	30.0kbps	30	20ms	
Node2	Node42	30.0kbps	30	20ms	
