# ZhangYu 21-Dec-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	2	14	0	
Node1	NA	18	14	1	
Node2	NA	76	47	2	
Node3	NA	33	41	3	
Node4	NA	69	94	4	
Node5	NA	91	5	5	
Node6	NA	77	33	6	
Node7	NA	13	77	7	
Node8	NA	91	94	8	
Node9	NA	23	18	9	
Node10	NA	43	4	10	
Node11	NA	26	26	11	
Node12	NA	88	99	12	
Node13	NA	89	11	13	
Node14	NA	91	62	14	
Node15	NA	94	53	15	
Node16	NA	88	44	16	
Node17	NA	10	99	17	
Node18	NA	30	20	18	
Node19	NA	27	59	19	
Node20	NA	78	48	20	
Node21	NA	35	28	21	
Node22	NA	88	11	22	
Node23	NA	1	85	23	
Node24	NA	52	2	24	
Node25	NA	75	8	25	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node3	Node0	30.0kbps	30	20ms	
Node3	Node1	30.0kbps	30	20ms	
Node3	Node2	30.0kbps	30	20ms	
Node4	Node3	30.0kbps	30	20ms	
Node4	Node0	30.0kbps	30	20ms	
Node4	Node2	30.0kbps	30	20ms	
Node5	Node2	30.0kbps	30	20ms	
Node5	Node0	30.0kbps	30	20ms	
Node5	Node3	30.0kbps	30	20ms	
Node6	Node2	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node7	Node4	30.0kbps	30	20ms	
Node7	Node3	30.0kbps	30	20ms	
Node7	Node0	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node8	Node4	30.0kbps	30	20ms	
Node8	Node6	30.0kbps	30	20ms	
Node9	Node0	30.0kbps	30	20ms	
Node9	Node3	30.0kbps	30	20ms	
Node9	Node1	30.0kbps	30	20ms	
Node10	Node9	30.0kbps	30	20ms	
Node10	Node0	30.0kbps	30	20ms	
Node10	Node5	30.0kbps	30	20ms	
Node11	Node6	30.0kbps	30	20ms	
Node11	Node9	30.0kbps	30	20ms	
Node11	Node3	30.0kbps	30	20ms	
Node12	Node8	30.0kbps	30	20ms	
Node12	Node5	30.0kbps	30	20ms	
Node12	Node4	30.0kbps	30	20ms	
Node13	Node12	30.0kbps	30	20ms	
Node13	Node2	30.0kbps	30	20ms	
Node13	Node5	30.0kbps	30	20ms	
Node14	Node8	30.0kbps	30	20ms	
Node14	Node6	30.0kbps	30	20ms	
Node14	Node5	30.0kbps	30	20ms	
Node15	Node14	30.0kbps	30	20ms	
Node15	Node13	30.0kbps	30	20ms	
Node15	Node2	30.0kbps	30	20ms	
Node17	Node7	30.0kbps	30	20ms	
Node17	Node4	30.0kbps	30	20ms	
Node17	Node12	30.0kbps	30	20ms	
Node16	Node4	30.0kbps	30	20ms	
Node16	Node12	30.0kbps	30	20ms	
Node16	Node15	30.0kbps	30	20ms	
Node19	Node4	30.0kbps	30	20ms	
Node19	Node8	30.0kbps	30	20ms	
Node19	Node2	30.0kbps	30	20ms	
Node18	Node1	30.0kbps	30	20ms	
Node18	Node9	30.0kbps	30	20ms	
Node18	Node19	30.0kbps	30	20ms	
Node21	Node7	30.0kbps	30	20ms	
Node21	Node18	30.0kbps	30	20ms	
Node21	Node6	30.0kbps	30	20ms	
Node20	Node6	30.0kbps	30	20ms	
Node20	Node15	30.0kbps	30	20ms	
Node20	Node9	30.0kbps	30	20ms	
Node23	Node1	30.0kbps	30	20ms	
Node23	Node18	30.0kbps	30	20ms	
Node23	Node19	30.0kbps	30	20ms	
Node22	Node5	30.0kbps	30	20ms	
Node22	Node13	30.0kbps	30	20ms	
Node22	Node21	30.0kbps	30	20ms	
Node25	Node5	30.0kbps	30	20ms	
Node25	Node3	30.0kbps	30	20ms	
Node25	Node2	30.0kbps	30	20ms	
Node24	Node10	30.0kbps	30	20ms	
Node24	Node19	30.0kbps	30	20ms	
Node24	Node15	30.0kbps	30	20ms	
Node0	Node18	30.0kbps	30	20ms	
Node0	Node17	30.0kbps	30	20ms	
Node0	Node19	30.0kbps	30	20ms	
Node1	Node10	30.0kbps	30	20ms	
Node1	Node13	30.0kbps	30	20ms	
Node1	Node0	30.0kbps	30	20ms	
Node2	Node14	30.0kbps	30	20ms	
Node2	Node20	30.0kbps	30	20ms	
Node2	Node16	30.0kbps	30	20ms	
