# ZhangYu 03-Nov-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	19	47	0	
Node1	NA	42	49	1	
Node2	NA	28	15	2	
Node3	NA	69	9	3	
Node4	NA	22	84	4	
Node5	NA	13	58	5	
Node6	NA	90	95	6	
Node7	NA	93	51	7	
Node8	NA	93	36	8	
Node9	NA	91	36	9	
Node10	NA	50	38	10	
Node11	NA	93	80	11	
Node12	NA	85	67	12	
Node13	NA	4	34	13	
Node14	NA	2	17	14	
Node15	NA	48	13	15	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node5	Node1	30.0kbps	30	20ms	
Node5	Node3	30.0kbps	30	20ms	
Node5	Node0	30.0kbps	30	20ms	
Node5	Node4	30.0kbps	30	20ms	
Node5	Node2	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node6	Node2	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node0	30.0kbps	30	20ms	
Node6	Node3	30.0kbps	30	20ms	
Node7	Node6	30.0kbps	30	20ms	
Node7	Node3	30.0kbps	30	20ms	
Node7	Node1	30.0kbps	30	20ms	
Node7	Node0	30.0kbps	30	20ms	
Node7	Node4	30.0kbps	30	20ms	
Node8	Node7	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node8	Node1	30.0kbps	30	20ms	
Node8	Node3	30.0kbps	30	20ms	
Node8	Node5	30.0kbps	30	20ms	
Node9	Node1	30.0kbps	30	20ms	
Node9	Node7	30.0kbps	30	20ms	
Node9	Node6	30.0kbps	30	20ms	
Node9	Node8	30.0kbps	30	20ms	
Node9	Node3	30.0kbps	30	20ms	
Node10	Node0	30.0kbps	30	20ms	
Node10	Node6	30.0kbps	30	20ms	
Node10	Node8	30.0kbps	30	20ms	
Node10	Node2	30.0kbps	30	20ms	
Node10	Node1	30.0kbps	30	20ms	
Node11	Node6	30.0kbps	30	20ms	
Node11	Node8	30.0kbps	30	20ms	
Node11	Node1	30.0kbps	30	20ms	
Node11	Node3	30.0kbps	30	20ms	
Node11	Node9	30.0kbps	30	20ms	
Node12	Node8	30.0kbps	30	20ms	
Node12	Node11	30.0kbps	30	20ms	
Node12	Node1	30.0kbps	30	20ms	
Node12	Node6	30.0kbps	30	20ms	
Node12	Node3	30.0kbps	30	20ms	
Node13	Node10	30.0kbps	30	20ms	
Node13	Node4	30.0kbps	30	20ms	
Node13	Node3	30.0kbps	30	20ms	
Node13	Node0	30.0kbps	30	20ms	
Node13	Node2	30.0kbps	30	20ms	
Node14	Node13	30.0kbps	30	20ms	
Node14	Node2	30.0kbps	30	20ms	
Node14	Node3	30.0kbps	30	20ms	
Node14	Node10	30.0kbps	30	20ms	
Node14	Node5	30.0kbps	30	20ms	
Node15	Node2	30.0kbps	30	20ms	
Node15	Node3	30.0kbps	30	20ms	
Node15	Node7	30.0kbps	30	20ms	
Node15	Node14	30.0kbps	30	20ms	
Node15	Node13	30.0kbps	30	20ms	
Node0	Node8	30.0kbps	30	20ms	
Node0	Node3	30.0kbps	30	20ms	
Node0	Node4	30.0kbps	30	20ms	
Node0	Node2	30.0kbps	30	20ms	
Node0	Node1	30.0kbps	30	20ms	
Node1	Node3	30.0kbps	30	20ms	
Node1	Node2	30.0kbps	30	20ms	
Node1	Node4	30.0kbps	30	20ms	
Node2	Node3	30.0kbps	30	20ms	
Node2	Node9	30.0kbps	30	20ms	
Node4	Node2	30.0kbps	30	20ms	
Node4	Node9	30.0kbps	30	20ms	
Node4	Node8	30.0kbps	30	20ms	
Node4	Node10	30.0kbps	30	20ms	
Node4	Node3	30.0kbps	30	20ms	
