# ZhangYu 16-Mar-2018 

router

# node	comment	yPos	xPos	systemID
Node0	NA	295	353	0	
Node1	NA	35	12	1	
Node2	NA	451	502	2	
Node3	NA	301	356	3	
Node4	NA	653	881	4	
Node5	NA	913	599	5	
Node6	NA	665	136	6	
Node7	NA	908	389	7	
Node8	NA	833	679	8	
Node9	NA	23	285	9	
Node10	NA	438	404	10	
Node11	NA	389	124	11	
Node12	NA	856	288	12	
Node13	NA	545	111	13	
Node14	NA	247	726	14	
Node15	NA	66	569	15	
Node16	NA	286	874	16	
Node17	NA	879	859	17	
Node18	NA	617	332	18	
Node19	NA	139	776	19	
Node20	NA	289	209	20	
Node21	NA	194	623	21	
Node22	NA	431	983	22	
Node23	NA	707	258	23	
Node24	NA	821	603	24	
Node25	NA	520	619	25	
Node26	NA	788	962	26	
Node27	NA	184	641	27	
Node28	NA	120	214	28	
Node29	NA	388	17	29	
Node30	NA	232	396	30	
Node31	NA	717	933	31	
Node32	NA	918	476	32	
Node33	NA	241	812	33	
Node34	NA	372	266	34	
Node35	NA	471	55	35	
Node36	NA	61	579	36	
Node37	NA	117	994	37	
Node38	NA	227	665	38	
Node39	NA	891	541	39	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node6	Node0	30.0kbps	30	20ms	
Node6	Node2	30.0kbps	30	20ms	
Node6	Node3	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node1	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node7	Node6	30.0kbps	30	20ms	
Node7	Node4	30.0kbps	30	20ms	
Node7	Node5	30.0kbps	30	20ms	
Node7	Node0	30.0kbps	30	20ms	
Node7	Node3	30.0kbps	30	20ms	
Node7	Node2	30.0kbps	30	20ms	
Node8	Node5	30.0kbps	30	20ms	
Node8	Node7	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node8	Node6	30.0kbps	30	20ms	
Node8	Node4	30.0kbps	30	20ms	
Node8	Node3	30.0kbps	30	20ms	
Node9	Node0	30.0kbps	30	20ms	
Node9	Node1	30.0kbps	30	20ms	
Node9	Node3	30.0kbps	30	20ms	
Node9	Node2	30.0kbps	30	20ms	
Node9	Node6	30.0kbps	30	20ms	
Node9	Node5	30.0kbps	30	20ms	
Node10	Node3	30.0kbps	30	20ms	
Node10	Node0	30.0kbps	30	20ms	
Node10	Node6	30.0kbps	30	20ms	
Node10	Node8	30.0kbps	30	20ms	
Node10	Node4	30.0kbps	30	20ms	
Node10	Node9	30.0kbps	30	20ms	
Node11	Node10	30.0kbps	30	20ms	
Node11	Node2	30.0kbps	30	20ms	
Node11	Node6	30.0kbps	30	20ms	
Node11	Node3	30.0kbps	30	20ms	
Node11	Node7	30.0kbps	30	20ms	
Node11	Node0	30.0kbps	30	20ms	
Node12	Node5	30.0kbps	30	20ms	
Node12	Node7	30.0kbps	30	20ms	
Node12	Node4	30.0kbps	30	20ms	
Node12	Node11	30.0kbps	30	20ms	
Node12	Node2	30.0kbps	30	20ms	
Node12	Node10	30.0kbps	30	20ms	
Node13	Node10	30.0kbps	30	20ms	
Node13	Node7	30.0kbps	30	20ms	
Node13	Node2	30.0kbps	30	20ms	
Node13	Node6	30.0kbps	30	20ms	
Node13	Node11	30.0kbps	30	20ms	
Node13	Node9	30.0kbps	30	20ms	
Node14	Node3	30.0kbps	30	20ms	
Node14	Node11	30.0kbps	30	20ms	
Node14	Node10	30.0kbps	30	20ms	
Node14	Node6	30.0kbps	30	20ms	
Node14	Node4	30.0kbps	30	20ms	
Node14	Node9	30.0kbps	30	20ms	
Node15	Node0	30.0kbps	30	20ms	
Node15	Node3	30.0kbps	30	20ms	
Node15	Node13	30.0kbps	30	20ms	
Node15	Node4	30.0kbps	30	20ms	
Node15	Node9	30.0kbps	30	20ms	
Node15	Node10	30.0kbps	30	20ms	
Node16	Node15	30.0kbps	30	20ms	
Node16	Node3	30.0kbps	30	20ms	
Node16	Node14	30.0kbps	30	20ms	
Node16	Node11	30.0kbps	30	20ms	
Node16	Node4	30.0kbps	30	20ms	
Node16	Node6	30.0kbps	30	20ms	
Node17	Node12	30.0kbps	30	20ms	
Node17	Node8	30.0kbps	30	20ms	
Node17	Node2	30.0kbps	30	20ms	
Node17	Node4	30.0kbps	30	20ms	
Node17	Node3	30.0kbps	30	20ms	
Node17	Node5	30.0kbps	30	20ms	
Node18	Node5	30.0kbps	30	20ms	
Node18	Node12	30.0kbps	30	20ms	
Node18	Node15	30.0kbps	30	20ms	
Node18	Node11	30.0kbps	30	20ms	
Node18	Node0	30.0kbps	30	20ms	
Node18	Node8	30.0kbps	30	20ms	
Node19	Node15	30.0kbps	30	20ms	
Node19	Node14	30.0kbps	30	20ms	
Node19	Node16	30.0kbps	30	20ms	
Node19	Node2	30.0kbps	30	20ms	
Node19	Node9	30.0kbps	30	20ms	
Node19	Node8	30.0kbps	30	20ms	
Node20	Node3	30.0kbps	30	20ms	
Node20	Node14	30.0kbps	30	20ms	
Node20	Node10	30.0kbps	30	20ms	
Node20	Node4	30.0kbps	30	20ms	
Node20	Node1	30.0kbps	30	20ms	
Node20	Node18	30.0kbps	30	20ms	
Node21	Node3	30.0kbps	30	20ms	
Node21	Node14	30.0kbps	30	20ms	
Node21	Node11	30.0kbps	30	20ms	
Node21	Node10	30.0kbps	30	20ms	
Node21	Node18	30.0kbps	30	20ms	
Node21	Node16	30.0kbps	30	20ms	
Node22	Node8	30.0kbps	30	20ms	
Node22	Node20	30.0kbps	30	20ms	
Node22	Node15	30.0kbps	30	20ms	
Node22	Node16	30.0kbps	30	20ms	
Node22	Node4	30.0kbps	30	20ms	
Node22	Node17	30.0kbps	30	20ms	
Node23	Node11	30.0kbps	30	20ms	
Node23	Node17	30.0kbps	30	20ms	
Node23	Node2	30.0kbps	30	20ms	
Node23	Node5	30.0kbps	30	20ms	
Node23	Node20	30.0kbps	30	20ms	
Node23	Node12	30.0kbps	30	20ms	
Node24	Node20	30.0kbps	30	20ms	
Node24	Node8	30.0kbps	30	20ms	
Node24	Node16	30.0kbps	30	20ms	
Node24	Node5	30.0kbps	30	20ms	
Node24	Node23	30.0kbps	30	20ms	
Node24	Node9	30.0kbps	30	20ms	
Node25	Node7	30.0kbps	30	20ms	
Node25	Node16	30.0kbps	30	20ms	
Node25	Node8	30.0kbps	30	20ms	
Node25	Node18	30.0kbps	30	20ms	
Node25	Node2	30.0kbps	30	20ms	
Node25	Node14	30.0kbps	30	20ms	
Node26	Node8	30.0kbps	30	20ms	
Node26	Node17	30.0kbps	30	20ms	
Node26	Node5	30.0kbps	30	20ms	
