# ZhangYu 16-Mar-2018 

router

# node	comment	yPos	xPos	systemID
Node0	NA	99	744	0	
Node1	NA	213	447	1	
Node2	NA	25	739	2	
Node3	NA	295	9	3	
Node4	NA	159	728	4	
Node5	NA	569	423	5	
Node6	NA	239	248	6	
Node7	NA	270	600	7	
Node8	NA	19	965	8	
Node9	NA	834	23	9	
Node10	NA	493	140	10	
Node11	NA	665	730	11	
Node12	NA	528	467	12	
Node13	NA	189	561	13	
Node14	NA	408	7	14	
Node15	NA	899	757	15	
Node16	NA	441	14	16	
Node17	NA	911	404	17	
Node18	NA	92	438	18	
Node19	NA	594	73	19	
Node20	NA	58	855	20	
Node21	NA	975	204	21	
Node22	NA	348	324	22	
Node23	NA	982	485	23	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node4	Node2	30.0kbps	30	20ms	
Node4	Node3	30.0kbps	30	20ms	
Node4	Node1	30.0kbps	30	20ms	
Node4	Node0	30.0kbps	30	20ms	
Node5	Node3	30.0kbps	30	20ms	
Node5	Node1	30.0kbps	30	20ms	
Node5	Node4	30.0kbps	30	20ms	
Node5	Node2	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node2	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node6	Node1	30.0kbps	30	20ms	
Node7	Node0	30.0kbps	30	20ms	
Node7	Node1	30.0kbps	30	20ms	
Node7	Node5	30.0kbps	30	20ms	
Node7	Node2	30.0kbps	30	20ms	
Node8	Node0	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node8	Node7	30.0kbps	30	20ms	
Node8	Node5	30.0kbps	30	20ms	
Node9	Node5	30.0kbps	30	20ms	
Node9	Node3	30.0kbps	30	20ms	
Node9	Node1	30.0kbps	30	20ms	
Node9	Node7	30.0kbps	30	20ms	
Node10	Node5	30.0kbps	30	20ms	
Node10	Node7	30.0kbps	30	20ms	
Node10	Node1	30.0kbps	30	20ms	
Node10	Node0	30.0kbps	30	20ms	
Node11	Node5	30.0kbps	30	20ms	
Node11	Node4	30.0kbps	30	20ms	
Node11	Node3	30.0kbps	30	20ms	
Node11	Node7	30.0kbps	30	20ms	
Node12	Node7	30.0kbps	30	20ms	
Node12	Node1	30.0kbps	30	20ms	
Node12	Node4	30.0kbps	30	20ms	
Node12	Node11	30.0kbps	30	20ms	
Node13	Node5	30.0kbps	30	20ms	
Node13	Node1	30.0kbps	30	20ms	
Node13	Node7	30.0kbps	30	20ms	
Node13	Node2	30.0kbps	30	20ms	
Node14	Node9	30.0kbps	30	20ms	
Node14	Node5	30.0kbps	30	20ms	
Node14	Node2	30.0kbps	30	20ms	
Node14	Node3	30.0kbps	30	20ms	
Node15	Node0	30.0kbps	30	20ms	
Node15	Node10	30.0kbps	30	20ms	
Node15	Node11	30.0kbps	30	20ms	
Node15	Node5	30.0kbps	30	20ms	
Node16	Node10	30.0kbps	30	20ms	
Node16	Node1	30.0kbps	30	20ms	
Node16	Node3	30.0kbps	30	20ms	
Node16	Node7	30.0kbps	30	20ms	
Node17	Node16	30.0kbps	30	20ms	
Node17	Node9	30.0kbps	30	20ms	
Node17	Node14	30.0kbps	30	20ms	
Node17	Node11	30.0kbps	30	20ms	
Node18	Node1	30.0kbps	30	20ms	
Node18	Node9	30.0kbps	30	20ms	
Node18	Node4	30.0kbps	30	20ms	
Node18	Node12	30.0kbps	30	20ms	
Node19	Node4	30.0kbps	30	20ms	
Node19	Node10	30.0kbps	30	20ms	
Node19	Node9	30.0kbps	30	20ms	
Node19	Node5	30.0kbps	30	20ms	
Node20	Node8	30.0kbps	30	20ms	
Node20	Node1	30.0kbps	30	20ms	
Node20	Node2	30.0kbps	30	20ms	
Node20	Node13	30.0kbps	30	20ms	
Node21	Node9	30.0kbps	30	20ms	
Node21	Node17	30.0kbps	30	20ms	
Node21	Node14	30.0kbps	30	20ms	
Node21	Node2	30.0kbps	30	20ms	
Node22	Node1	30.0kbps	30	20ms	
Node22	Node12	30.0kbps	30	20ms	
Node22	Node0	30.0kbps	30	20ms	
Node22	Node19	30.0kbps	30	20ms	
Node23	Node15	30.0kbps	30	20ms	
Node23	Node17	30.0kbps	30	20ms	
Node23	Node3	30.0kbps	30	20ms	
Node23	Node10	30.0kbps	30	20ms	
Node0	Node18	30.0kbps	30	20ms	
Node0	Node19	30.0kbps	30	20ms	
Node0	Node2	30.0kbps	30	20ms	
Node0	Node1	30.0kbps	30	20ms	
Node1	Node15	30.0kbps	30	20ms	
Node1	Node19	30.0kbps	30	20ms	
Node1	Node3	30.0kbps	30	20ms	
Node1	Node2	30.0kbps	30	20ms	
Node2	Node12	30.0kbps	30	20ms	
Node2	Node3	30.0kbps	30	20ms	
Node2	Node18	30.0kbps	30	20ms	
Node2	Node10	30.0kbps	30	20ms	
Node3	Node6	30.0kbps	30	20ms	
Node3	Node18	30.0kbps	30	20ms	
Node3	Node12	30.0kbps	30	20ms	
Node3	Node10	30.0kbps	30	20ms	
