# ZhangYu 12-Dec-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	8	6	0	
Node1	NA	6	17	1	
Node2	NA	9	3	2	
Node3	NA	0	16	3	
Node4	NA	5	9	4	
Node5	NA	9	17	5	
Node6	NA	14	16	6	
Node7	NA	18	14	7	
Node8	NA	13	0	8	
Node9	NA	16	10	9	
Node10	NA	17	1	10	
Node11	NA	1	10	11	
Node12	NA	6	19	12	
Node13	NA	6	4	13	
Node14	NA	10	0	14	
Node15	NA	0	12	15	
Node16	NA	4	5	16	
Node17	NA	11	11	17	
Node18	NA	13	8	18	
Node19	NA	16	13	19	
Node20	NA	3	12	20	
Node21	NA	4	11	21	
Node22	NA	14	13	22	
Node23	NA	10	8	23	
Node24	NA	3	10	24	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node4	Node0	30.0kbps	30	20ms	
Node4	Node1	30.0kbps	30	20ms	
Node4	Node2	30.0kbps	30	20ms	
Node4	Node3	30.0kbps	30	20ms	
Node5	Node3	30.0kbps	30	20ms	
Node5	Node1	30.0kbps	30	20ms	
Node5	Node2	30.0kbps	30	20ms	
Node5	Node4	30.0kbps	30	20ms	
Node6	Node5	30.0kbps	30	20ms	
Node6	Node1	30.0kbps	30	20ms	
Node6	Node4	30.0kbps	30	20ms	
Node6	Node2	30.0kbps	30	20ms	
Node7	Node5	30.0kbps	30	20ms	
Node7	Node6	30.0kbps	30	20ms	
Node7	Node1	30.0kbps	30	20ms	
Node7	Node3	30.0kbps	30	20ms	
Node8	Node7	30.0kbps	30	20ms	
Node8	Node4	30.0kbps	30	20ms	
Node8	Node2	30.0kbps	30	20ms	
Node8	Node0	30.0kbps	30	20ms	
Node9	Node6	30.0kbps	30	20ms	
Node9	Node7	30.0kbps	30	20ms	
Node9	Node0	30.0kbps	30	20ms	
Node9	Node2	30.0kbps	30	20ms	
Node10	Node2	30.0kbps	30	20ms	
Node10	Node4	30.0kbps	30	20ms	
Node10	Node8	30.0kbps	30	20ms	
Node10	Node6	30.0kbps	30	20ms	
Node11	Node3	30.0kbps	30	20ms	
Node11	Node1	30.0kbps	30	20ms	
Node11	Node4	30.0kbps	30	20ms	
Node11	Node6	30.0kbps	30	20ms	
Node12	Node8	30.0kbps	30	20ms	
Node12	Node6	30.0kbps	30	20ms	
Node12	Node9	30.0kbps	30	20ms	
Node12	Node7	30.0kbps	30	20ms	
Node13	Node4	30.0kbps	30	20ms	
Node13	Node1	30.0kbps	30	20ms	
Node13	Node9	30.0kbps	30	20ms	
Node13	Node10	30.0kbps	30	20ms	
Node14	Node8	30.0kbps	30	20ms	
Node14	Node13	30.0kbps	30	20ms	
Node14	Node4	30.0kbps	30	20ms	
Node14	Node0	30.0kbps	30	20ms	
Node15	Node11	30.0kbps	30	20ms	
Node15	Node2	30.0kbps	30	20ms	
Node15	Node3	30.0kbps	30	20ms	
Node15	Node8	30.0kbps	30	20ms	
Node17	Node12	30.0kbps	30	20ms	
Node17	Node7	30.0kbps	30	20ms	
Node17	Node4	30.0kbps	30	20ms	
Node17	Node5	30.0kbps	30	20ms	
Node16	Node11	30.0kbps	30	20ms	
Node16	Node0	30.0kbps	30	20ms	
Node16	Node12	30.0kbps	30	20ms	
Node16	Node3	30.0kbps	30	20ms	
Node19	Node12	30.0kbps	30	20ms	
Node19	Node7	30.0kbps	30	20ms	
Node19	Node11	30.0kbps	30	20ms	
Node19	Node6	30.0kbps	30	20ms	
Node18	Node4	30.0kbps	30	20ms	
Node18	Node17	30.0kbps	30	20ms	
Node18	Node7	30.0kbps	30	20ms	
Node18	Node1	30.0kbps	30	20ms	
Node21	Node18	30.0kbps	30	20ms	
Node21	Node4	30.0kbps	30	20ms	
Node21	Node10	30.0kbps	30	20ms	
Node21	Node9	30.0kbps	30	20ms	
Node20	Node1	30.0kbps	30	20ms	
Node20	Node0	30.0kbps	30	20ms	
Node20	Node16	30.0kbps	30	20ms	
Node20	Node4	30.0kbps	30	20ms	
Node23	Node5	30.0kbps	30	20ms	
Node23	Node6	30.0kbps	30	20ms	
Node23	Node4	30.0kbps	30	20ms	
Node23	Node14	30.0kbps	30	20ms	
Node22	Node21	30.0kbps	30	20ms	
Node22	Node0	30.0kbps	30	20ms	
Node22	Node5	30.0kbps	30	20ms	
Node22	Node6	30.0kbps	30	20ms	
Node24	Node1	30.0kbps	30	20ms	
Node24	Node5	30.0kbps	30	20ms	
Node24	Node3	30.0kbps	30	20ms	
Node24	Node4	30.0kbps	30	20ms	
Node0	Node13	30.0kbps	30	20ms	
Node0	Node15	30.0kbps	30	20ms	
Node0	Node2	30.0kbps	30	20ms	
Node0	Node3	30.0kbps	30	20ms	
Node1	Node12	30.0kbps	30	20ms	
Node1	Node3	30.0kbps	30	20ms	
Node1	Node17	30.0kbps	30	20ms	
Node1	Node15	30.0kbps	30	20ms	
Node2	Node19	30.0kbps	30	20ms	
Node2	Node13	30.0kbps	30	20ms	
Node2	Node18	30.0kbps	30	20ms	
Node2	Node14	30.0kbps	30	20ms	
Node3	Node18	30.0kbps	30	20ms	
Node3	Node12	30.0kbps	30	20ms	
Node3	Node2	30.0kbps	30	20ms	
Node3	Node21	30.0kbps	30	20ms	
