# ZhangYu 16-Mar-2018 

router

# node	comment	yPos	xPos	systemID
Node0	NA	365	463	0	
Node1	NA	66	425	1	
Node2	NA	279	248	2	
Node3	NA	266	941	3	
Node4	NA	457	689	4	
Node5	NA	653	915	5	
Node6	NA	796	850	6	
Node7	NA	479	687	7	
Node8	NA	6	939	8	
Node9	NA	735	824	9	
Node10	NA	907	650	10	
Node11	NA	161	843	11	
Node12	NA	723	968	12	
Node13	NA	94	45	13	
Node14	NA	218	345	14	
Node15	NA	214	502	15	
Node16	NA	997	76	16	
Node17	NA	466	120	17	
Node18	NA	609	835	18	
Node19	NA	148	308	19	
Node20	NA	362	579	20	
Node21	NA	225	934	21	
Node22	NA	922	458	22	
Node23	NA	421	187	23	
Node24	NA	831	939	24	
Node25	NA	529	441	25	
Node26	NA	42	69	26	
Node27	NA	694	432	27	
Node28	NA	476	729	28	
Node29	NA	121	882	29	
Node30	NA	362	725	30	
Node31	NA	777	223	31	
Node32	NA	839	802	32	
Node33	NA	187	193	33	
Node34	NA	873	6	34	
Node35	NA	327	921	35	
Node36	NA	68	325	36	
Node37	NA	975	568	37	
Node38	NA	359	234	38	
Node39	NA	607	703	39	
Node40	NA	866	562	40	
Node41	NA	73	390	41	
Node42	NA	453	111	42	
Node43	NA	840	391	43	
Node44	NA	632	564	44	
Node45	NA	546	967	45	
Node46	NA	511	548	46	
Node47	NA	975	534	47	
Node48	NA	402	137	48	
Node49	NA	337	799	49	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node4	Node1	100.0kbps	30	20ms	
Node4	Node2	100.0kbps	30	20ms	
Node4	Node3	100.0kbps	30	20ms	
Node4	Node0	100.0kbps	30	20ms	
Node5	Node4	100.0kbps	30	20ms	
Node5	Node0	100.0kbps	30	20ms	
Node5	Node3	100.0kbps	30	20ms	
Node5	Node1	100.0kbps	30	20ms	
Node6	Node1	100.0kbps	30	20ms	
Node6	Node5	100.0kbps	30	20ms	
Node6	Node4	100.0kbps	30	20ms	
Node6	Node0	100.0kbps	30	20ms	
Node7	Node4	100.0kbps	30	20ms	
Node7	Node6	100.0kbps	30	20ms	
Node7	Node1	100.0kbps	30	20ms	
Node7	Node0	100.0kbps	30	20ms	
Node8	Node1	100.0kbps	30	20ms	
Node8	Node0	100.0kbps	30	20ms	
Node8	Node4	100.0kbps	30	20ms	
Node8	Node3	100.0kbps	30	20ms	
Node9	Node6	100.0kbps	30	20ms	
Node9	Node2	100.0kbps	30	20ms	
Node9	Node7	100.0kbps	30	20ms	
Node9	Node5	100.0kbps	30	20ms	
Node10	Node2	100.0kbps	30	20ms	
Node10	Node5	100.0kbps	30	20ms	
Node10	Node7	100.0kbps	30	20ms	
Node10	Node4	100.0kbps	30	20ms	
Node11	Node1	100.0kbps	30	20ms	
Node11	Node3	100.0kbps	30	20ms	
Node11	Node4	100.0kbps	30	20ms	
Node11	Node8	100.0kbps	30	20ms	
Node12	Node4	100.0kbps	30	20ms	
Node12	Node7	100.0kbps	30	20ms	
Node12	Node8	100.0kbps	30	20ms	
Node12	Node5	100.0kbps	30	20ms	
Node13	Node1	100.0kbps	30	20ms	
Node13	Node8	100.0kbps	30	20ms	
Node13	Node7	100.0kbps	30	20ms	
Node13	Node4	100.0kbps	30	20ms	
Node14	Node2	100.0kbps	30	20ms	
Node14	Node0	100.0kbps	30	20ms	
Node14	Node13	100.0kbps	30	20ms	
Node14	Node1	100.0kbps	30	20ms	
Node15	Node14	100.0kbps	30	20ms	
Node15	Node0	100.0kbps	30	20ms	
Node15	Node6	100.0kbps	30	20ms	
Node15	Node11	100.0kbps	30	20ms	
Node16	Node9	100.0kbps	30	20ms	
Node16	Node10	100.0kbps	30	20ms	
Node16	Node2	100.0kbps	30	20ms	
Node16	Node7	100.0kbps	30	20ms	
Node17	Node11	100.0kbps	30	20ms	
Node17	Node14	100.0kbps	30	20ms	
Node17	Node0	100.0kbps	30	20ms	
Node17	Node13	100.0kbps	30	20ms	
Node18	Node13	100.0kbps	30	20ms	
Node18	Node0	100.0kbps	30	20ms	
Node18	Node4	100.0kbps	30	20ms	
Node18	Node5	100.0kbps	30	20ms	
Node19	Node14	100.0kbps	30	20ms	
Node19	Node2	100.0kbps	30	20ms	
Node19	Node4	100.0kbps	30	20ms	
Node19	Node1	100.0kbps	30	20ms	
Node20	Node7	100.0kbps	30	20ms	
Node20	Node10	100.0kbps	30	20ms	
Node20	Node15	100.0kbps	30	20ms	
Node20	Node3	100.0kbps	30	20ms	
Node21	Node18	100.0kbps	30	20ms	
Node21	Node11	100.0kbps	30	20ms	
Node21	Node9	100.0kbps	30	20ms	
Node21	Node2	100.0kbps	30	20ms	
Node22	Node2	100.0kbps	30	20ms	
Node22	Node10	100.0kbps	30	20ms	
Node22	Node9	100.0kbps	30	20ms	
Node22	Node16	100.0kbps	30	20ms	
Node23	Node0	100.0kbps	30	20ms	
Node23	Node19	100.0kbps	30	20ms	
Node23	Node1	100.0kbps	30	20ms	
Node23	Node17	100.0kbps	30	20ms	
Node24	Node22	100.0kbps	30	20ms	
Node24	Node3	100.0kbps	30	20ms	
