# ZhangYu 16-Mar-2018 

router

# node	comment	yPos	xPos	systemID
Node0	NA	862	932	0	
Node1	NA	447	65	1	
Node2	NA	317	382	2	
Node3	NA	872	525	3	
Node4	NA	313	420	4	
Node5	NA	647	592	5	
Node6	NA	981	163	6	
Node7	NA	64	829	7	
Node8	NA	951	303	8	
Node9	NA	412	815	9	
Node10	NA	845	429	10	
Node11	NA	832	754	11	
Node12	NA	816	560	12	
Node13	NA	234	409	13	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node5	Node2	100.0kbps	30	20ms	
Node5	Node3	100.0kbps	30	20ms	
Node5	Node4	100.0kbps	30	20ms	
Node5	Node0	100.0kbps	30	20ms	
Node5	Node1	100.0kbps	30	20ms	
Node6	Node5	100.0kbps	30	20ms	
Node6	Node1	100.0kbps	30	20ms	
Node6	Node2	100.0kbps	30	20ms	
Node6	Node3	100.0kbps	30	20ms	
Node6	Node0	100.0kbps	30	20ms	
Node7	Node2	100.0kbps	30	20ms	
Node7	Node3	100.0kbps	30	20ms	
Node7	Node1	100.0kbps	30	20ms	
Node7	Node4	100.0kbps	30	20ms	
Node7	Node0	100.0kbps	30	20ms	
Node8	Node6	100.0kbps	30	20ms	
Node8	Node5	100.0kbps	30	20ms	
Node8	Node3	100.0kbps	30	20ms	
Node8	Node1	100.0kbps	30	20ms	
Node8	Node4	100.0kbps	30	20ms	
Node9	Node0	100.0kbps	30	20ms	
Node9	Node8	100.0kbps	30	20ms	
Node9	Node7	100.0kbps	30	20ms	
Node9	Node4	100.0kbps	30	20ms	
Node9	Node5	100.0kbps	30	20ms	
Node10	Node0	100.0kbps	30	20ms	
Node10	Node3	100.0kbps	30	20ms	
Node10	Node1	100.0kbps	30	20ms	
Node10	Node4	100.0kbps	30	20ms	
Node10	Node5	100.0kbps	30	20ms	
Node11	Node9	100.0kbps	30	20ms	
Node11	Node1	100.0kbps	30	20ms	
Node11	Node4	100.0kbps	30	20ms	
Node11	Node10	100.0kbps	30	20ms	
Node11	Node3	100.0kbps	30	20ms	
Node12	Node10	100.0kbps	30	20ms	
Node12	Node0	100.0kbps	30	20ms	
Node12	Node3	100.0kbps	30	20ms	
Node12	Node11	100.0kbps	30	20ms	
Node12	Node8	100.0kbps	30	20ms	
Node13	Node9	100.0kbps	30	20ms	
Node13	Node2	100.0kbps	30	20ms	
Node13	Node4	100.0kbps	30	20ms	
Node13	Node1	100.0kbps	30	20ms	
Node13	Node11	100.0kbps	30	20ms	
Node0	Node3	100.0kbps	30	20ms	
Node0	Node4	100.0kbps	30	20ms	
Node0	Node8	100.0kbps	30	20ms	
Node1	Node4	100.0kbps	30	20ms	
Node1	Node3	100.0kbps	30	20ms	
Node2	Node4	100.0kbps	30	20ms	
Node2	Node3	100.0kbps	30	20ms	
Node2	Node0	100.0kbps	30	20ms	
Node2	Node1	100.0kbps	30	20ms	
Node2	Node8	100.0kbps	30	20ms	
