# ZhangYu 21-Dec-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	65	12	0	
Node1	NA	89	11	1	
Node2	NA	30	93	2	
Node3	NA	30	87	3	
Node4	NA	47	83	4	
Node5	NA	42	40	5	
Node6	NA	45	40	6	
Node7	NA	17	82	7	
Node8	NA	47	90	8	
Node9	NA	50	22	9	
Node10	NA	11	62	10	
Node11	NA	59	51	11	
Node12	NA	60	54	12	
Node13	NA	94	0	13	
Node14	NA	76	47	14	
Node15	NA	21	78	15	
Node16	NA	83	11	16	
Node17	NA	59	96	17	
Node18	NA	31	46	18	
Node19	NA	39	74	19	
Node20	NA	48	74	20	
Node21	NA	97	16	21	
Node22	NA	85	91	22	
Node23	NA	96	75	23	
Node24	NA	97	18	24	
Node25	NA	98	72	25	
Node26	NA	73	21	26	
Node27	NA	72	53	27	
Node28	NA	4	13	28	
Node29	NA	20	92	29	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node3	Node2	100.0kbps	30	20ms	
Node3	Node1	100.0kbps	30	20ms	
Node3	Node0	100.0kbps	30	20ms	
Node4	Node3	100.0kbps	30	20ms	
Node4	Node2	100.0kbps	30	20ms	
Node4	Node1	100.0kbps	30	20ms	
Node5	Node0	100.0kbps	30	20ms	
Node5	Node2	100.0kbps	30	20ms	
Node5	Node3	100.0kbps	30	20ms	
Node6	Node0	100.0kbps	30	20ms	
Node6	Node5	100.0kbps	30	20ms	
Node6	Node3	100.0kbps	30	20ms	
Node7	Node3	100.0kbps	30	20ms	
Node7	Node6	100.0kbps	30	20ms	
Node7	Node2	100.0kbps	30	20ms	
Node8	Node4	100.0kbps	30	20ms	
Node8	Node7	100.0kbps	30	20ms	
Node8	Node2	100.0kbps	30	20ms	
Node9	Node0	100.0kbps	30	20ms	
Node9	Node4	100.0kbps	30	20ms	
Node9	Node7	100.0kbps	30	20ms	
Node10	Node0	100.0kbps	30	20ms	
Node10	Node5	100.0kbps	30	20ms	
Node10	Node7	100.0kbps	30	20ms	
Node11	Node0	100.0kbps	30	20ms	
Node11	Node6	100.0kbps	30	20ms	
Node11	Node5	100.0kbps	30	20ms	
Node12	Node6	100.0kbps	30	20ms	
Node12	Node7	100.0kbps	30	20ms	
Node12	Node9	100.0kbps	30	20ms	
Node13	Node12	100.0kbps	30	20ms	
Node13	Node0	100.0kbps	30	20ms	
Node13	Node9	100.0kbps	30	20ms	
Node14	Node9	100.0kbps	30	20ms	
Node14	Node5	100.0kbps	30	20ms	
Node14	Node3	100.0kbps	30	20ms	
Node15	Node8	100.0kbps	30	20ms	
Node15	Node3	100.0kbps	30	20ms	
Node15	Node11	100.0kbps	30	20ms	
Node17	Node12	100.0kbps	30	20ms	
Node17	Node8	100.0kbps	30	20ms	
Node17	Node4	100.0kbps	30	20ms	
Node16	Node1	100.0kbps	30	20ms	
Node16	Node10	100.0kbps	30	20ms	
Node16	Node6	100.0kbps	30	20ms	
Node19	Node15	100.0kbps	30	20ms	
Node19	Node5	100.0kbps	30	20ms	
Node19	Node4	100.0kbps	30	20ms	
Node18	Node19	100.0kbps	30	20ms	
Node18	Node11	100.0kbps	30	20ms	
Node18	Node6	100.0kbps	30	20ms	
Node21	Node11	100.0kbps	30	20ms	
Node21	Node1	100.0kbps	30	20ms	
Node21	Node13	100.0kbps	30	20ms	
Node20	Node4	100.0kbps	30	20ms	
Node20	Node2	100.0kbps	30	20ms	
Node20	Node19	100.0kbps	30	20ms	
Node23	Node17	100.0kbps	30	20ms	
Node23	Node7	100.0kbps	30	20ms	
Node23	Node9	100.0kbps	30	20ms	
Node22	Node8	100.0kbps	30	20ms	
Node22	Node17	100.0kbps	30	20ms	
Node22	Node14	100.0kbps	30	20ms	
Node25	Node11	100.0kbps	30	20ms	
Node25	Node23	100.0kbps	30	20ms	
Node25	Node19	100.0kbps	30	20ms	
Node24	Node14	100.0kbps	30	20ms	
Node24	Node12	100.0kbps	30	20ms	
Node24	Node9	100.0kbps	30	20ms	
Node27	Node21	100.0kbps	30	20ms	
Node27	Node22	100.0kbps	30	20ms	
Node27	Node12	100.0kbps	30	20ms	
Node26	Node13	100.0kbps	30	20ms	
Node26	Node6	100.0kbps	30	20ms	
Node26	Node16	100.0kbps	30	20ms	
Node29	Node21	100.0kbps	30	20ms	
Node29	Node3	100.0kbps	30	20ms	
Node29	Node6	100.0kbps	30	20ms	
Node28	Node5	100.0kbps	30	20ms	
Node28	Node10	100.0kbps	30	20ms	
Node28	Node18	100.0kbps	30	20ms	
Node0	Node14	100.0kbps	30	20ms	
Node0	Node27	100.0kbps	30	20ms	
Node0	Node20	100.0kbps	30	20ms	
Node1	Node14	100.0kbps	30	20ms	
Node1	Node23	100.0kbps	30	20ms	
Node1	Node24	100.0kbps	30	20ms	
Node2	Node14	100.0kbps	30	20ms	
Node2	Node15	100.0kbps	30	20ms	
Node2	Node0	100.0kbps	30	20ms	
