# ZhangYu 21-Dec-2014 

router

# node	comment	yPos	xPos	systemID
Node0	NA	43	75	0	
Node1	NA	29	69	1	
Node2	NA	19	40	2	
Node3	NA	39	16	3	
Node4	NA	44	42	4	
Node5	NA	92	28	5	
Node6	NA	58	25	6	
Node7	NA	21	45	7	
Node8	NA	2	12	8	
Node9	NA	59	99	9	
Node10	NA	58	10	10	
Node11	NA	51	14	11	
Node12	NA	80	9	12	
Node13	NA	42	67	13	
Node14	NA	32	73	14	
Node15	NA	69	38	15	
Node16	NA	98	69	16	
Node17	NA	39	74	17	
Node18	NA	80	42	18	
Node19	NA	60	30	19	
Node20	NA	54	3	20	
Node21	NA	70	71	21	

link

#srcNode	dstNode	bandwidth	metric	delay	queue	
Node3	Node0	100.0kbps	30	20ms	
Node3	Node2	100.0kbps	30	20ms	
Node3	Node1	100.0kbps	30	20ms	
Node4	Node3	100.0kbps	30	20ms	
Node4	Node2	100.0kbps	30	20ms	
Node4	Node0	100.0kbps	30	20ms	
Node5	Node4	100.0kbps	30	20ms	
Node5	Node3	100.0kbps	30	20ms	
Node5	Node2	100.0kbps	30	20ms	
Node6	Node5	100.0kbps	30	20ms	
Node6	Node4	100.0kbps	30	20ms	
Node6	Node2	100.0kbps	30	20ms	
Node7	Node6	100.0kbps	30	20ms	
Node7	Node2	100.0kbps	30	20ms	
Node7	Node4	100.0kbps	30	20ms	
Node8	Node2	100.0kbps	30	20ms	
Node8	Node0	100.0kbps	30	20ms	
Node8	Node3	100.0kbps	30	20ms	
Node9	Node6	100.0kbps	30	20ms	
Node9	Node4	100.0kbps	30	20ms	
Node9	Node7	100.0kbps	30	20ms	
Node10	Node6	100.0kbps	30	20ms	
Node10	Node5	100.0kbps	30	20ms	
Node10	Node2	100.0kbps	30	20ms	
Node11	Node3	100.0kbps	30	20ms	
Node11	Node2	100.0kbps	30	20ms	
Node11	Node1	100.0kbps	30	20ms	
Node12	Node3	100.0kbps	30	20ms	
Node12	Node11	100.0kbps	30	20ms	
Node12	Node5	100.0kbps	30	20ms	
Node13	Node6	100.0kbps	30	20ms	
Node13	Node7	100.0kbps	30	20ms	
Node13	Node4	100.0kbps	30	20ms	
Node14	Node13	100.0kbps	30	20ms	
Node14	Node1	100.0kbps	30	20ms	
Node14	Node3	100.0kbps	30	20ms	
Node15	Node14	100.0kbps	30	20ms	
Node15	Node6	100.0kbps	30	20ms	
Node15	Node5	100.0kbps	30	20ms	
Node17	Node2	100.0kbps	30	20ms	
Node17	Node1	100.0kbps	30	20ms	
Node17	Node6	100.0kbps	30	20ms	
Node16	Node11	100.0kbps	30	20ms	
Node16	Node3	100.0kbps	30	20ms	
Node16	Node14	100.0kbps	30	20ms	
Node19	Node14	100.0kbps	30	20ms	
Node19	Node2	100.0kbps	30	20ms	
Node19	Node8	100.0kbps	30	20ms	
Node18	Node4	100.0kbps	30	20ms	
Node18	Node17	100.0kbps	30	20ms	
Node18	Node0	100.0kbps	30	20ms	
Node21	Node4	100.0kbps	30	20ms	
Node21	Node14	100.0kbps	30	20ms	
Node21	Node1	100.0kbps	30	20ms	
Node20	Node10	100.0kbps	30	20ms	
Node20	Node15	100.0kbps	30	20ms	
Node20	Node6	100.0kbps	30	20ms	
Node0	Node13	100.0kbps	30	20ms	
Node0	Node7	100.0kbps	30	20ms	
Node0	Node1	100.0kbps	30	20ms	
Node1	Node15	100.0kbps	30	20ms	
Node1	Node5	100.0kbps	30	20ms	
Node1	Node6	100.0kbps	30	20ms	
Node2	Node1	100.0kbps	30	20ms	
Node2	Node14	100.0kbps	30	20ms	
Node2	Node9	100.0kbps	30	20ms	
